"","MVT_V_BA","BVP_V_BA","BPO_V_BA","BTP_V_BA","BON_V_BA","MVG_V_BA","ONP_V_BA","NGO_V_MA","MTP_V_BA","OPV_V_BA","BOM_V_BA","PTP_V_NB","OMN_V_BA","BGP_V_BA","TMG_V_BA","BPG_V_BA","BNO_V_BA","OVN_V_BA","ONT_V_BA","X118","BVB_V_BA","BMN_V_BA","TOP_V_BA","OP_V_BA","OVM_V_BA","TMP_V_BA","BTV_V_BA","BPB_V_BA","BPT_V_BA","PVT_H_CG","NOT_V_MA","OGM_V_BA","MGO_V_BA","OMN_VBA","BT_V_BA","OPB_V_BA","BGO_V_BA","NGP_V_MA","N_V_BA","BGV_V_BA","OGV_V_BA","MGV_V_BA","TPN_V_BA","MTV_V_BA","OVP_V_BA","OMG_V_BA","TMB_V_BA","BOG_V_BA","TNO_V_BA","ONV_V_BA","ONO_V_BA","TNP_V_BA","TO_H_CG","TPV_V_BA","OMB_V_BA","OPG_V_BA","OT_V_BA","TGT_V_BA","BNV_V_BA","BVM_V_BA","MVB_V_BA","B_V_BA","BTB_V_BA","X136","MOT_V_BA","OMOG_V_BA","MTM_V_BA","VPG_V_BA","MPG_V_BA","BG_V_BA","TVG_V_BA","VPT_V_BA","TNB_V_BA","MVP_V_BA","TBG_V_BA","MTB_V_BA","BV_V_BA","Msmu_BA","OMP_V_BA","TVP_V_BA","BVN_V_BA","MGM_V_BA","TNP_H_CG","MNP_V_BA","TPM_V_BA","BMP_V_BA","NTM_V_MA","BMV_V_BA","NOB_V_MA","BGVN_V_BA","BBV_V_BA","PVN_V_NB","MPV_V_BA","BOB_V_BA","TNV_H_CG","VR_H_CG","TV_H_CG","MPN_V_BA","TVP_H_CG","BP_V_BA","VBV_V_BA","BGM_V_BA","BPV_V_BA","BMG_V_BA","VBV_H_CG","TPV_H_CG","PTV_H_CG","OTBb_V_BA"
"MVT_V_BA",0.5,NA,NA,NA,NA,NA,NA,0.009210649,NA,0,NA,0,0,0.015011296,0,NA,NA,0.007839936,NA,0,0.005778419,0,0,0.008399465,0,0,0,NA,NA,0.018161291,0,0,NA,NA,NA,NA,0,0,0.001632012,0.111722155,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0.244896124,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0.009205875,0,NA,0.012600209,NA,NA,NA,0.037873442,0,NA,0,NA,0.054905041,0,0,NA,NA,0.007448998,NA,NA,NA,NA,NA,NA,NA,NA,0.049169634,0.005520137,0,0,0,NA,NA,NA,NA,0.008580294,0.037088468,NA,0,NA
"BVP_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPO_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTP_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BON_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MVG_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ONP_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGO_V_MA",0.009210649,NA,NA,NA,NA,NA,NA,0.5,NA,0,NA,0,0,0,0.007556652,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0.031624873,NA,NA,NA,NA,0,0,0,0.022470556,NA,0,0,0,0.067811236,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.004604861,0,0,NA,0,NA,NA,NA,0,0.062419854,NA,0.002807965,NA,0,0,0.154345679,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.004506991,0,0,0,0.012903019,NA,NA,NA,NA,0,0.004597702,NA,0,NA
"MTP_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPV_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0.5,NA,0,0,0.035464778,0,NA,NA,0.045949586,NA,0,0,0,0,0,0,0.003638925,0.028754455,NA,NA,0.014601795,0.00532031,0,NA,NA,NA,NA,0.075848106,0.085846231,0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0.014248648,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0.015627549,0,NA,0,NA,0.02651922,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.229514455,0,0.086728394,0.013417651,NA,NA,NA,NA,0.053326156,0,NA,0,NA
"BOM_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTP_V_NB",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.5,0.004437636,0,0.010615172,NA,NA,0,NA,0.005759958,0,0.004284641,0,0,0.001628483,0.003711342,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0.006892811,0,NA,0,0.044896696,0,0,0,NA,NA,0.007977293,0,NA,NA,NA,NA,0.009790173,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0.00120081,0,0.006870821,0,NA,0,NA,NA,NA,0.003974923,0.001762128,NA,0.003347093,NA,0,0.016098755,0.018125115,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.001575088,0.005511121,0,0,0.00961081,NA,NA,NA,NA,0,0.010085641,NA,0.004100333,NA
"OMN_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.004437636,0.5,0,0,NA,NA,0,NA,0.008336286,0,0.003259374,0,0.00373072,0,0.036012775,0,NA,NA,0,0.003713508,0,NA,NA,NA,NA,0.01089709,0,0,0,NA,0.024286068,0.001592418,0.032343718,0,0.007677969,NA,NA,0.211282783,0.033715711,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.029309102,0,0.039807539,NA,0,NA,NA,NA,0,0,NA,0.035569928,NA,0,0.001340926,0,NA,NA,0.003308036,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.040138067,0.003996262,0,NA,NA,NA,NA,0,0,NA,0,NA
"BGP_V_BA",0.015011296,NA,NA,NA,NA,NA,NA,0,NA,0.035464778,NA,0,0,0.5,0,NA,NA,0.269781959,NA,0,0,0,0.002367996,0,0.001506139,0,0,NA,NA,0.013146896,0.011328787,0,NA,NA,NA,NA,0.004309373,0.014476027,0,0.011593961,NA,0,0,0,0.006496169,0,NA,NA,0,0,NA,NA,NA,NA,0,0.008891401,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0.013342166,0,NA,0,NA,0.022999141,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.005084485,0.034747813,0,0.003187156,0.004335413,NA,NA,NA,NA,0.218110713,0,NA,0,NA
"TMG_V_BA",0,NA,NA,NA,NA,NA,NA,0.007556652,NA,0,NA,0.010615172,0,0,0.5,NA,NA,0,NA,0.002215022,0,0.002875817,0.007370625,0.005046328,0,0,0,NA,NA,0.00311209,0,0,NA,NA,NA,NA,0,0,0,0.002626483,NA,0,0.005051113,0,0,0.006874892,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0.012640238,NA,NA,0,0.004732056,NA,NA,0.008029601,0.003231827,0.011429828,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0.003970124,0,0.002796489,NA,NA,0.001461002,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.004105988,NA,NA,NA,NA,0,0,NA,0,NA
"BPG_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BNO_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OVN_V_BA",0.007839936,NA,NA,NA,NA,NA,NA,0,NA,0.045949586,NA,0,0,0.269781959,0,NA,NA,0.5,NA,0,0,0,0,0,0,0,0,NA,NA,0.011019333,0,0,NA,NA,NA,NA,0.024675395,0.040973285,0,0.003581615,NA,0,0,0,0.005292952,0.001398474,NA,NA,0,0,NA,NA,NA,NA,0,0.004365626,NA,NA,NA,0,NA,NA,0,0.00544001,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0.015912899,0,NA,0,NA,0.029180162,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02189411,0,0.031327606,0,NA,NA,NA,NA,0.230037214,0,NA,0,NA
"ONT_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X118",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.005759958,0.008336286,0,0.002215022,NA,NA,0,NA,0.5,0,0.006479138,0,0.00292759,0,0.004025504,0,NA,NA,0,0.005649806,0,NA,NA,NA,NA,0.006871924,0,0,0,NA,0.023990811,0,0.023954632,0,0.003714523,NA,NA,0.011829462,0.0625,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.002099668,0.004695314,0.02208864,NA,0,NA,NA,NA,0,0,NA,0.0625,NA,0,0,0.003986169,NA,NA,0.005522188,NA,NA,NA,NA,NA,NA,NA,NA,0.002814325,0.006480319,0,0,0.001858859,NA,NA,NA,NA,0,0,NA,0.003406739,NA
"BVB_V_BA",0.005778419,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0.5,0,0,0.011431046,0,0,0,NA,NA,0,0.003718879,0.157935213,NA,NA,NA,NA,0,0,0.007068295,0,NA,0,0,0,0.002550859,0,NA,NA,0,0,NA,NA,NA,NA,0,0.247414263,NA,NA,NA,0.002868562,NA,NA,0.002551011,0.001484686,NA,NA,0.003521571,0,0.002282812,0,NA,0.003728067,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.001330766,0,0.001926998,0,0,NA,NA,NA,NA,0,0,NA,0.002950615,NA
"BMN_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.004284641,0.003259374,0,0.002875817,NA,NA,0,NA,0.006479138,0,0.5,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0.004519534,0,0,0,NA,0,0,0.002619936,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0.003281973,NA,NA,NA,0,NA,NA,0,0,NA,NA,0.001411595,0,0.00899333,0.004184534,NA,0.006797108,NA,NA,NA,0,0,NA,0,NA,0,0.003902907,0,NA,NA,0.003756573,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0.001467021,0,NA,0,NA
"TOP_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0.002367996,0.007370625,NA,NA,0,NA,0,0,0,0.5,0.001399893,0.005564884,0,0.001706256,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,0,0.002340888,0,0,0.005912031,NA,NA,0,0,NA,NA,NA,NA,0.017181622,0,NA,NA,NA,0.005459492,NA,NA,0.252547426,0.002015437,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0.046233546,0,NA,0,NA,0,0.001686275,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.003057817,0.001397207,0,0,0.003853845,NA,NA,NA,NA,0.005178933,0,NA,0,NA
"OP_V_BA",0.008399465,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.00373072,0,0.005046328,NA,NA,0,NA,0.00292759,0.011431046,0,0.001399893,0.5,0,0.00799598,0,NA,NA,0,0,0.00326355,NA,NA,NA,NA,0,0,0,0.002176596,NA,0.001673709,0,0,0.007561203,0.007031355,NA,NA,0.00836136,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.00272228,0,0,NA,0,NA,NA,NA,0,0.004763127,NA,0.010469693,NA,0,0,0,NA,NA,0.003953139,NA,NA,NA,NA,NA,NA,NA,NA,0.007810573,0.002340256,0.02186915,0,0,NA,NA,NA,NA,0,0.011265624,NA,0,NA
"OVM_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.001628483,0,0.001506139,0,NA,NA,0,NA,0,0,0,0.005564884,0,0.5,0.001821053,0,NA,NA,0.001605287,0,0,NA,NA,NA,NA,0,0,0.005935394,0,NA,0,0.028083342,0,0,0.004827891,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0.00154612,0.011550239,NA,NA,0.002718491,0.005699898,0,0,NA,0,NA,NA,NA,0,0.02191756,NA,0.002921423,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0.001406467,NA,0,NA
"TMP_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0.003638925,NA,0.003711342,0.036012775,0,0,NA,NA,0,NA,0.004025504,0,0,0,0.00799598,0.001821053,0.5,0,NA,NA,0,0.008925533,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0.011078279,NA,NA,0.03252914,0,NA,NA,NA,NA,0,0.002412733,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0.014134324,0,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0.002079185,0.001567631,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.114275694,0.005172124,0.006968967,NA,NA,NA,NA,0,0,NA,0,NA
"BTV_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0.028754455,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.001706256,0,0,0,0.5,NA,NA,0,0,0,NA,NA,NA,NA,0.003540576,0,0,0,NA,0,0,0,0,0.009821872,NA,NA,0.003470579,0,NA,NA,NA,NA,0,0,NA,NA,NA,0.012032871,NA,NA,0.001505379,0.003576066,NA,NA,0.00840836,0,0,0,NA,0.007598605,NA,NA,NA,0,0,NA,0,NA,0,0.038000279,0,NA,NA,0.00346581,NA,NA,NA,NA,NA,NA,NA,NA,0,0.027846507,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA
"BPB_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPT_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PVT_H_CG",0.018161291,NA,NA,NA,NA,NA,NA,0,NA,0.014601795,NA,0,0,0.013146896,0.00311209,NA,NA,0.011019333,NA,0,0,0,0,0,0.001605287,0,0,NA,NA,0.5,0,0,NA,NA,NA,NA,0,0.007327436,0.002389266,0,NA,0,0.010551857,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0.009365278,NA,NA,NA,0,NA,NA,0,0.002703893,NA,NA,0.002686856,0,0,0,NA,0.007995406,NA,NA,NA,0.006063551,0,NA,0,NA,0.218994099,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.006714383,0.028030963,0.002364824,0,0.013514892,NA,NA,NA,NA,0.007903162,0,NA,0,NA
"NOT_V_MA",0,NA,NA,NA,NA,NA,NA,0,NA,0.00532031,NA,0,0.003713508,0.011328787,0,NA,NA,0,NA,0.005649806,0.003718879,0,0,0,0,0.008925533,0,NA,NA,0,0.5,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.003575103,0,NA,NA,NA,0.002764727,NA,NA,0,0,NA,NA,0,0.007120239,0,0,NA,0.00464464,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0.002554466,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0.010973767,0.003972874,NA,0,NA
"OGM_V_BA",0,NA,NA,NA,NA,NA,NA,0.031624873,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0.157935213,0,0,0.00326355,0,0,0,NA,NA,0,0,0.5,NA,NA,NA,NA,0,0,0.008373098,0,NA,0,0,0,0,0.010038652,NA,NA,0,0,NA,NA,NA,NA,0,0.069488219,NA,NA,NA,0.009455725,NA,NA,0.007001752,0.011796484,NA,NA,0.004792859,0,0.007737819,0.003439454,NA,0,NA,NA,NA,0,0.004795282,NA,0,NA,0.003046967,0.002521699,0.003012311,NA,NA,0.002958548,NA,NA,NA,NA,NA,NA,NA,NA,0.002470199,0,0,0,0.006095521,NA,NA,NA,NA,0,0,NA,0.082906967,NA
"MGO_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMN_VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BT_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPB_V_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BGO_V_BA",0,NA,NA,NA,NA,NA,NA,0,NA,0.075848106,NA,0,0.01089709,0.004309373,0,NA,NA,0.024675395,NA,0.006871924,0,0.004519534,0,0,0,0,0.003540576,NA,NA,0,0,0,NA,NA,NA,NA,0.5,0.228205524,0,0,NA,0.003590478,0,0.011357151,0,0,NA,NA,0.003183532,0.013848617,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,0.017607691,NA,0,NA,NA,NA,0,0,NA,0.021410784,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.048468691,0,0.280819989,0,NA,NA,NA,NA,0.017229427,0,NA,0,NA
"NGP_V_MA",0,NA,NA,NA,NA,NA,NA,0,NA,0.085846231,NA,0,0,0.014476027,0,NA,NA,0.040973285,NA,0,0,0,0,0,0,0,0,NA,NA,0.007327436,0,0,NA,NA,NA,NA,0.228205524,0.5,0,0,NA,0,0,0,0,0,NA,NA,0,0.009744695,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,0.00597066,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.045052437,0,0.259123716,0,NA,NA,NA,NA,0.012591817,0,NA,0,NA
