"","MVT_V_BA","BVP_V_BA","BPO_V_BA","BTP_V_BA","BON_V_BA","MVG_V_BA","ONP_V_BA","NGO_V_MA","MTP_V_BA","OPV_V_BA","BOM_V_BA","PTP_V_NB","OMN_V_BA","BGP_V_BA","TMG_V_BA","BPG_V_BA","BNO_V_BA","OVN_V_BA","ONT_V_BA","X118","BVB_V_BA","BMN_V_BA","TOP_V_BA","OP_V_BA","OVM_V_BA","TMP_V_BA","BTV_V_BA","BPB_V_BA","BPT_V_BA","PVT_H_CG","NOT_V_MA","OGM_V_BA","MGO_V_BA","OMN_VBA","BT_V_BA","OPB_V_BA","BGO_V_BA","NGP_V_MA","N_V_BA","BGV_V_BA","OGV_V_BA","MGV_V_BA","TPN_V_BA","MTV_V_BA","OVP_V_BA","OMG_V_BA","TMB_V_BA","BOG_V_BA","TNO_V_BA","ONV_V_BA","ONO_V_BA","TNP_V_BA","TO_H_CG","TPV_V_BA","OMB_V_BA","OPG_V_BA","OT_V_BA","TGT_V_BA","BNV_V_BA","BVM_V_BA","MVB_V_BA","B_V_BA","BTB_V_BA","X136","MOT_V_BA","OMOG_V_BA","MTM_V_BA","VPG_V_BA","MPG_V_BA","BG_V_BA","TVG_V_BA","VPT_V_BA","TNB_V_BA","MVP_V_BA","TBG_V_BA","MTB_V_BA","BV_V_BA","Msmu_BA","OMP_V_BA","TVP_V_BA","BVN_V_BA","MGM_V_BA","TNP_H_CG","MNP_V_BA","TPM_V_BA","BMP_V_BA","NTM_V_MA","BMV_V_BA","NOB_V_MA","BGVN_V_BA","BBV_V_BA","PVN_V_NB","MPV_V_BA","BOB_V_BA","TNV_H_CG","VR_H_CG","TV_H_CG","MPN_V_BA","TVP_H_CG","BP_V_BA","VBV_V_BA","BGM_V_BA","BPV_V_BA","BMG_V_BA","VBV_H_CG","TPV_H_CG","PTV_H_CG","OTBb_V_BA"
"OPG_V_BA",0.244896124,0,0,0,0,0,0,0,0,0,0,0,0,0.008891401,0,0,0,0.004365626,0,0,0.247414263,0.003281973,0,0,0,0.002412733,0,0,0,0.009365278,0,0.069488219,0,0,0,0,0,0,0.005636653,0.049958806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230115,0.5,0,0,0,0,0,0,0.002752806,0.004514234,0,0,0,0,0,0,0,0,0,0,0,0.022932271,0,0,0,0,0.027240694,0,0,0,0,0.001542727,0,0,0,0,0,0,0,0,0.026073466,0,0,0,0,0,0,0,0,0,0.016541837,0,0,0
"OT_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGT_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BNV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVM_V_BA",0,0,0,0,0,0,0,0,0,0.014248648,0,0,0,0,0.012640238,0,0,0,0,0,0.002868562,0,0.005459492,0,0,0,0.012032871,0,0,0,0.002764727,0.009455725,0,0,0,0,0,0,0,0.008963355,0,0,0,0,0,0.003966495,0,0,0.007396572,0,0,0,0,0,0.00631433,0,0,0,0,0.5,0,0,0.008636294,0.105555537,0,0,0,0,0.007644443,0,0,0,0,0,0,0.001920353,0,0,0,0,0.013653027,0,0,0,0,0.005501501,0,0,0,0,0,0,0,0,0.002089515,0.01350442,0.006786115,0,0.005445565,0,0,0,0,0.00263315,0.013812898,0,0.010413908,0
"MVB_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTB_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002551011,0,0.252547426,0,0.00154612,0,0.001505379,0,0,0,0,0.007001752,0,0,0,0,0,0,0.003503488,0.00286125,0,0,0.003711588,0,0,0,0,0,0,0,0,0,0,0,0.02426647,0.002752806,0,0,0,0.008636294,0,0,0.5,0,0,0,0,0,0.002064099,0,0,0,0,0,0,0.058579643,0,0,0,0,0,0.001700955,0,0,0,0,0,0,0,0,0,0,0,0,0.003513309,0.001987212,0.00162737,0,0.002976054,0,0,0,0,0,0,0,0,0
"X136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004732056,0,0,0.00544001,0,0,0.001484686,0,0.002015437,0,0.011550239,0,0.003576066,0,0,0.002703893,0,0.011796484,0,0,0,0,0,0,0.002490041,0,0,0,0.003728343,0,0,0.001262717,0,0,0,0,0,0,0,0,0,0.004514234,0,0,0,0.105555537,0,0,0,0.5,0,0,0,0,0.011198157,0,0,0.003656283,0,0,0,0,0,0,0.004983442,0,0,0.004859108,0,0,0,0.004654892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005044716,0
"MOT_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMOG_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTM_V_BA",0,0,0,0,0,0,0,0,0,0,0,0.00120081,0,0,0.008029601,0,0,0,0,0,0.003521571,0.001411595,0,0,0.002718491,0,0.00840836,0,0,0.002686856,0,0.004792859,0,0,0,0,0,0,0.014971151,0,0,0,0,0,0,0,0,0,0.009931338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.00966013,0.005495459,0,0,0,0,0,0,0.001119775,0.016360306,0,0,0,0.003427743,0,0,0,0,0.003169843,0,0,0,0,0,0,0,0,0.002439182,0,0,0,0.022162631,0,0,0,0,0.002923972,0.003427814,0,0,0
"VPG_V_BA",0,0,0,0,0,0,0,0.004604861,0,0,0,0,0.029309102,0,0.003231827,0,0,0,0,0.002099668,0,0,0,0.00272228,0.005699898,0.014134324,0,0,0,0,0.007120239,0,0,0,0,0,0,0,0.004118148,0.003569364,0,0,0,0.007535327,0,0.002706431,0,0,0.008563003,0.005698453,0,0,0,0,0.021455138,0,0,0,0,0,0,0,0,0,0,0,0.00966013,0.5,0.005105239,0,0,0,0,0,0,0,0.006602157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002989846,0,0.006781862,0,0,0,0,0,0,0,0.003017468,0,0,0
"MPG_V_BA",0.009205875,0,0,0,0,0,0,0,0,0,0,0.006870821,0,0,0.011429828,0,0,0,0,0.004695314,0.002282812,0.00899333,0,0,0,0,0,0,0,0,0,0.007737819,0,0,0,0,0,0,0,0.001651806,0,0.001849411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007644443,0,0,0.002064099,0.011198157,0,0,0.005495459,0.005105239,0.5,0.005126684,0,0,0,0,0,0.003057193,0.004282084,0,0,0,0,0.011150866,0,0,0,0.003145413,0,0,0,0,0,0,0,0,0,0.004809995,0,0,0.003362124,0,0,0,0,0,0.002927378,0,0,0
"BG_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0.039807539,0,0,0,0,0,0,0.02208864,0,0.004184534,0,0,0,0,0,0,0,0,0,0.003439454,0,0,0,0,0.017607691,0.00597066,0,0,0,0.258667773,0,0.242600506,0,0,0,0,0.025342429,0.129963675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005126684,0.5,0,0.003211896,0,0,0,0,0,0,0.13727845,0,0,0.001649732,0,0,0,0.009008106,0,0,0,0,0,0,0,0,0.002512968,0,0,0.008104948,0,0,0,0,0,0,0,0,0,0
"TVG_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPT_V_BA",0.012600209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003728067,0.006797108,0,0,0,0,0.007598605,0,0,0.007995406,0.00464464,0,0,0,0,0,0,0,0.001555847,0.047204843,0,0.007230872,0.011758218,0,0.001722823,0,0,0,0.002512957,0.006933896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003656283,0,0,0,0,0,0.003211896,0,0.5,0,0,0,0,0,0,0,0,0,0,0.003911038,0,0,0,0,0,0,0,0,0,0,0,0.014100287,0,0.003715444,0,0.002200535,0,0,0,0,0,0.01409359,0,0.008589728,0
"TNB_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MVP_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBG_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTB_V_BA",0.037873442,0,0,0,0,0,0,0,0,0.015627549,0,0.003974923,0,0.013342166,0,0,0,0.015912899,0,0,0,0,0.046233546,0,0,0,0,0,0,0.006063551,0,0,0,0,0,0,0,0,0.005985305,0.010913415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003984495,0.022932271,0,0,0,0.001920353,0,0,0.058579643,0,0,0,0.001119775,0,0.003057193,0,0,0,0,0,0,0.5,0,0,0,0,0.052173763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012164927,0,0.007435721,0,0,0,0,0,0.008445586,0.001250159,0,0.003710893,0
"BV_V_BA",0,0,0,0,0,0,0,0.062419854,0,0,0,0.001762128,0,0,0,0,0,0,0,0,0,0,0,0.004763127,0.02191756,0,0,0,0,0,0,0.004795282,0,0,0,0,0,0,0,0,0,0,0,0,0.074163268,0.002713313,0,0,0.005622077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016360306,0.006602157,0.004282084,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.070199361,0,0,0.002765913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msmu_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMP_V_BA",0,0,0,0,0,0,0,0.002807965,0,0,0,0.003347093,0.035569928,0,0,0,0,0,0,0.0625,0,0,0,0.010469693,0.002921423,0,0,0,0,0,0,0,0,0,0,0,0.021410784,0,0,0,0,0.142541358,0.005179694,0.129876311,0,0,0,0,0.036437916,0.220533426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004983442,0,0,0,0,0,0.13727845,0,0,0,0,0,0,0,0,0.5,0,0,0,0.002014422,0,0,0.007967502,0,0,0,0,0,0,0,0,0,0,0,0.007778437,0,0,0,0,0,0,0,0,0,0
"TVP_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVN_V_BA",0.054905041,0,0,0,0,0,0,0,0,0.02651922,0,0,0,0.022999141,0.003970124,0,0,0.029180162,0,0,0,0,0,0,0,0,0,0,0,0.218994099,0,0.003046967,0,0,0,0,0,0,0.002985497,0.029806783,0,0,0.011650044,0,0,0,0,0,0,0,0,0,0,0,0,0.027240694,0,0,0,0.013653027,0,0,0,0,0,0,0.003427743,0,0,0,0,0,0,0,0,0.052173763,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006507037,0.038661161,0,0,0.002810384,0,0,0,0,0.008942856,0.018547445,0,0,0
"MGM_V_BA",0,0,0,0,0,0,0,0,0,0,0,0.016098755,0.001340926,0,0,0,0,0,0,0,0,0.003902907,0.001686275,0,0,0.002079185,0.038000279,0,0,0,0,0.002521699,0,0,0,0,0,0,0,0,0,0,0.006391279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001700955,0.004859108,0,0,0,0,0.011150866,0.001649732,0,0,0,0,0,0,0,0,0,0,0,0.5,0.004740312,0,0,0.005457631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005399211,0
"TNP_H_CG",0,0,0,0,0,0,0,0.154345679,0,0,0,0.018125115,0,0,0.002796489,0,0,0,0,0.003986169,0,0,0,0,0,0.001567631,0,0,0,0,0,0.003012311,0,0,0,0,0,0,0,0.010032166,0,0,0.082266905,0,0.080837688,0,0,0,0.006505014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003911038,0,0,0,0,0.070199361,0,0.002014422,0,0,0.004740312,0.5,0,0,0,0,0,0,0,0,0,0,0,0.009824397,0,0,0,0,0,0,0,0,0,0.020014033,0,0,0
"MNP_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMP_V_BA",0.007448998,0,0,0,0,0,0,0,0,0,0,0,0.003308036,0,0.001461002,0,0,0,0,0.005522188,0,0.003756573,0,0.003953139,0,0,0.00346581,0,0,0,0.002554466,0.002958548,0,0,0,0,0,0,0,0,0,0.005372866,0.001510719,0,0,0.001542495,0,0,0,0,0,0,0,0,0.014323301,0.001542727,0,0,0,0.005501501,0,0,0,0.004654892,0,0,0.003169843,0,0.003145413,0.009008106,0,0,0,0,0,0,0.002765913,0,0.007967502,0,0,0.005457631,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.002552169,0.002406162,0.011208942,0,0,0,0,0.000888894,0,0,0.007137313,0
"NTM_V_MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOB_V_MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGVN_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BBV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVN_V_NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOB_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNV_H_CG",0.049169634,0,0,0,0,0,0,0.004506991,0,0,0,0.001575088,0,0.005084485,0,0,0,0,0,0.002814325,0.001330766,0,0.003057817,0.007810573,0,0,0,0,0,0.006714383,0,0.002470199,0,0,0,0,0,0,0.001896001,0.126265771,0,0,0.027564609,0,0,0,0,0,0,0,0,0,0,0,0.003408978,0.026073466,0,0,0,0.002089515,0,0,0.003513309,0,0,0,0.002439182,0.002989846,0,0.002512968,0,0.014100287,0,0,0,0,0,0,0,0,0.006507037,0,0.009824397,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.034057924,0,0.0017619,0
"VR_H_CG",0.005520137,0,0,0,0,0,0,0,0,0.229514455,0,0.005511121,0,0.034747813,0,0,0,0.02189411,0,0.006480319,0,0,0.001397207,0.002340256,0,0,0.027846507,0,0,0.028030963,0,0,0,0,0,0,0.048468691,0.045052437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01350442,0,0,0.001987212,0,0,0,0,0,0.004809995,0,0,0,0,0,0,0.012164927,0,0,0,0,0.038661161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.04341999,0.013582166,0,0,0,0,0.032679361,0,0,0,0
"TV_H_CG",0,0,0,0,0,0,0,0,0,0,0,0,0.040138067,0,0,0,0,0,0,0,0.001926998,0,0,0.02186915,0,0.114275694,0,0,0,0.002364824,0,0,0,0,0,0,0,0,0,0.002628555,0,0.001865516,0,0.003916281,0.007194919,0.00341568,0,0,0.038215214,0,0,0,0,0,0,0,0,0,0,0.006786115,0,0,0.00162737,0,0,0,0,0.006781862,0,0,0,0.003715444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002552169,0,0,0,0,0,0,0,0,0,0,0.5,0,0.014151427,0,0,0,0,0,0,0,0,0
"MPN_V_BA",0,0,0,0,0,0,0,0,0,0.086728394,0,0,0.003996262,0.003187156,0,0,0,0.031327606,0,0,0,0,0,0,0,0.005172124,0,0,0,0,0,0,0,0,0,0,0.280819989,0.259123716,0,0,0,0,0,0.010344693,0,0,0,0,0,0.017369715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008104948,0,0,0,0,0,0.007435721,0,0,0.007778437,0,0,0,0,0,0,0.002406162,0,0,0,0,0,0,0,0,0,0.04341999,0,0.5,0,0,0,0,0,0.010474743,0.001259048,0,0,0
"TVP_H_CG",0,0,0,0,0,0,0,0.012903019,0,0.013417651,0,0.00961081,0,0.004335413,0.004105988,0,0,0,0,0.001858859,0,0,0.003853845,0,0,0.006968967,0,0,0,0.013514892,0,0.006095521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005445565,0,0,0.002976054,0,0,0,0.022162631,0,0.003362124,0,0,0.002200535,0,0,0,0,0,0,0,0,0.002810384,0,0,0,0,0.011208942,0,0,0,0,0,0,0,0,0,0.013582166,0.014151427,0,0.5,0,0,0,0,0.009031781,0.004547394,0,0,0
"BP_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VBV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGM_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPV_V_BA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMG_V_BA",0.008580294,0,0,0,0,0,0,0,0,0.053326156,0,0,0,0.218110713,0,0,0,0.230037214,0,0,0,0.001467021,0.005178933,0,0,0,0,0,0,0.007903162,0.010973767,0,0,0,0,0,0.017229427,0.012591817,0,0,0,0.001336552,0,0,0.001809064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263315,0,0,0,0,0,0,0.002923972,0,0,0,0,0,0,0,0,0.008445586,0,0,0,0,0.008942856,0,0,0,0,0.000888894,0,0,0,0,0,0,0,0,0,0.032679361,0,0.010474743,0.009031781,0,0,0,0,0.5,0,0,0,0
